Code,Area,Date,Municipality,Use,Stratum,Consumption
C0RPOLO0,R,2012-04-30,POLICARPA,Official,0,546.683
C0UCUMO0,U,2013-04-30,CUMBITARA,Official,0,549.304
C2RCUMR2,R,2015-07-31,CUMBITARA,Residential,2,549.703
0MUMAGE0,U,2014-05-31,MAGUI,Special,0,549.888
0MRMAGO0,R,2011-12-31,MAGUI,Official,0,550.317
C0UCUMC0,U,2015-11-30,CUMBITARA,Commercial,0,552.571
C2UCUMR1,U,2011-12-31,CUMBITARA,Residential,1,553.294
C2UCUMR1,U,2011-11-30,CUMBITARA,Residential,1,554.988
C4RLEIC0,R,2015-01-31,LEIVA,Commercial,0,555.035
8UBARR1,U,2011-08-31,BARBACOAS,Residential Sub,1,555.497
C1UPOLO0,U,2011-10-31,POLICARPA,Official,0,555.962
C2RCUMO0,R,2013-06-30,CUMBITARA,Official,0,556.691
C2RCUMR2,R,2015-03-31,CUMBITARA,Residential,2,557.088
0RUROBC0,U,2015-06-30,ROBERTO PAYAN,Commercial,0,557.268
0MRMAGO0,R,2012-02-29,MAGUI,Official,0,557.466
8RBARC0,R,2011-11-30,BARBACOAS,Commercial,0,558.326
8UBARR1,U,2013-06-30,BARBACOAS,Residential Sub,1,558.396
C0UCUME0,U,2014-05-31,CUMBITARA,Special,0,558.608
C0RPOLR1,R,2015-08-31,POLICARPA,Residential,1,558.967
C2RCUME0,R,2012-06-30,CUMBITARA,Special,0,559.046
8RBARR2,R,2012-01-31,BARBACOAS,Residential,2,559.448
C1UPOLO0,U,2011-04-30,POLICARPA,Official,0,559.944
C0UCUMC0,U,2012-07-31,CUMBITARA,Commercial,0,560.602
C2RCUME0,R,2012-07-31,CUMBITARA,Special,0,560.654
C2RCUME0,R,2014-09-30,CUMBITARA,Special,0,561.399
C2RCUME0,R,2014-11-30,CUMBITARA,Special,0,562.841
C2RCUMO0,R,2012-06-30,CUMBITARA,Official,0,563.741
C3UELR1,U,2011-05-31,EL ROSARIO,Residential,1,565.691
C2RCUMO0,R,2015-09-30,CUMBITARA,Official,0,565.694
C2RCUME0,R,2014-04-30,CUMBITARA,Special,0,565.879
C2RCUMO0,R,2015-01-31,CUMBITARA,Official,0,566.116
C0UCUMO0,U,2011-02-28,CUMBITARA,Official,0,566.282
C2UCUMO0,U,2011-09-30,CUMBITARA,Official,0,566.425
C3UELR1,U,2012-02-29,EL ROSARIO,Residential,1,567.442
C2RCUMO0,R,2012-05-31,CUMBITARA,Official,0,568.066
C0UCUMC0,U,2015-09-30,CUMBITARA,Commercial,0,568.406
C0RPOLR1,R,2015-10-31,POLICARPA,Residential,1,570.032
C0UCUME0,U,2015-07-31,CUMBITARA,Special,0,570.127
C0UCUMC0,U,2012-05-31,CUMBITARA,Commercial,0,570.212
C2RCUMR2,R,2016-03-31,CUMBITARA,Residential,2,570.344
C0UCUMC0,U,2012-08-31,CUMBITARA,Commercial,0,571.742
C0UCUMC0,U,2015-12-31,CUMBITARA,Commercial,0,573.478
8UBARI0,U,2014-03-31,BARBACOAS,Industrial,0,574.501
C4RLEIE0,R,2011-01-31,LEIVA,Special,0,574.633
C0UCUMC0,U,2012-06-30,CUMBITARA,Commercial,0,574.67
C0UELE0,U,2011-06-30,EL ROSARIO,Special,0,574.963
C0UCUMC0,U,2011-02-28,CUMBITARA,Commercial,0,575.03
C0UCUME0,U,2015-05-31,CUMBITARA,Special,0,575.249
C2RCUMO0,R,2012-07-31,CUMBITARA,Official,0,575.909
C2RCUME0,R,2013-01-31,CUMBITARA,Special,0,575.934
8RBARE0,R,2013-03-31,BARBACOAS,Special,0,576.509
C1UPOLR1,U,2011-04-30,POLICARPA,Residential,1,576.616
C2RCUME0,R,2011-01-31,CUMBITARA,Special,0,577.077
C1UPOLR1,U,2011-02-28,POLICARPA,Residential,1,577.277
C0UCUMO0,U,2013-09-30,CUMBITARA,Official,0,577.741
C2RCUMO0,R,2014-10-31,CUMBITARA,Official,0,580.44
8UBARE0,U,2013-12-31,BARBACOAS,Special,0,581.655
C2RCUMO0,R,2013-09-30,CUMBITARA,Official,0,582.842
C0UCUMC0,U,2015-02-28,CUMBITARA,Commercial,0,583.171
8UBARI0,U,2014-02-28,BARBACOAS,Industrial,0,585.266
C2RCUMR2,R,2015-10-31,CUMBITARA,Residential,2,586.331
C2RCUME0,R,2013-12-31,CUMBITARA,Special,0,586.712
8UBARR3,U,2013-05-31,BARBACOAS,Residential,3,587.086
C0RPOLR1,R,2015-07-31,POLICARPA,Residential,1,587.839
C0RLEIR1,R,2014-08-31,LEIVA,Residential,1,588.137
C0RPOLR1,R,2015-02-28,POLICARPA,Residential,1,588.377
8RBARR2,R,2014-08-31,BARBACOAS,Residential,2,589.224
C0UCUMO0,U,2013-11-30,CUMBITARA,Official,0,590.174
C0UCUMC0,U,2010-12-31,CUMBITARA,Commercial,0,590.798
C3UELR1,U,2012-01-31,EL ROSARIO,Residential,1,590.803
0MRMAGO0,R,2015-06-30,MAGUI,Official,0,591.667
8UBARR1,U,2013-08-31,BARBACOAS,Residential Sub,1,592.485
C2RCUMO0,R,2014-11-30,CUMBITARA,Official,0,593.294
C2RCUME0,R,2013-10-31,CUMBITARA,Special,0,594.099
C2RCUME0,R,2014-05-31,CUMBITARA,Special,0,594.191
C0UCUMO0,U,2014-01-31,CUMBITARA,Official,0,594.432
C0UCUME0,U,2013-10-31,CUMBITARA,Special,0,596.487
C2RCUME0,R,2015-09-30,CUMBITARA,Special,0,596.544
C0UCUMO0,U,2013-05-31,CUMBITARA,Official,0,596.829
C2RCUMO0,R,2012-09-30,CUMBITARA,Official,0,597.32
C4RLEIC0,R,2014-05-31,LEIVA,Commercial,0,597.353
C2RCUMO0,R,2013-05-31,CUMBITARA,Official,0,598.124
C0UCUME0,U,2014-09-30,CUMBITARA,Special,0,599.062
C2UCUMR1,U,2010-12-31,CUMBITARA,Residential,1,599.475
C2RCUMO0,R,2013-12-31,CUMBITARA,Official,0,600.924
C1RPOLC0,R,2015-08-31,POLICARPA,Commercial,0,601.037
C3RELO0,R,2011-02-28,EL ROSARIO,Official,0,601.047
C4RLEIE0,R,2012-09-30,LEIVA,Special,0,605.764
C3UELR1,U,2011-03-31,EL ROSARIO,Residential,1,606.165
C2RCUMR2,R,2014-09-30,CUMBITARA,Residential,2,606.595
C2UCUMR1,U,2012-04-30,CUMBITARA,Residential,1,607.189
C2UCUMO0,U,2011-12-31,CUMBITARA,Official,0,608.297
8UBARR1,U,2012-03-31,BARBACOAS,Residential Sub,1,608.644
C0UCUMO0,U,2013-07-31,CUMBITARA,Official,0,608.654
C0UCUME0,U,2015-09-30,CUMBITARA,Special,0,608.832
C0UELO0,U,2012-12-31,EL ROSARIO,Official,0,608.972
C0UCUMC0,U,2015-03-31,CUMBITARA,Commercial,0,609.235
8RBARC0,R,2011-12-31,BARBACOAS,Commercial,0,612.108
0MUMAGE0,U,2015-08-31,MAGUI,Special,0,613.303
C4RLEIE0,R,2010-12-31,LEIVA,Special,0,613.886
8UBARR1,U,2011-09-30,BARBACOAS,Residential Sub,1,615.93
8RBARR2,R,2011-07-31,BARBACOAS,Residential,2,616.164
0MUMAGO0,U,2013-08-31,MAGUI,Official,0,616.407
C2UCUMR1,U,2011-05-31,CUMBITARA,Residential,1,616.879
C0RPOLR1,R,2015-12-31,POLICARPA,Residential,1,617.626
8UROBR1,U,2016-03-31,ROBERTO PAYAN,Residential,1,617.902
C0UCUMC0,U,2014-08-31,CUMBITARA,Commercial,0,619.412
8UBARR1,U,2013-01-31,BARBACOAS,Residential Sub,1,620.891
C4RLEIC0,R,2014-03-31,LEIVA,Commercial,0,622.195
C2RCUME0,R,2013-05-31,CUMBITARA,Special,0,622.539
C2UCUMO0,U,2012-01-31,CUMBITARA,Official,0,622.649
C4RLEIC0,R,2011-11-30,LEIVA,Commercial,0,624.904
C2RCUMR2,R,2014-10-31,CUMBITARA,Residential,2,625.157
0MRMAGO0,R,2014-06-30,MAGUI,Official,0,626.105
C2UCUMR1,U,2011-03-31,CUMBITARA,Residential,1,626.527
C0UCUME0,U,2013-04-30,CUMBITARA,Special,0,626.959
C0UCUMO0,U,2013-06-30,CUMBITARA,Official,0,627.282
8UBARI0,U,2016-02-29,BARBACOAS,Industrial,0,628.272
C2RCUME0,R,2013-04-30,CUMBITARA,Special,0,628.58
C0UCUMC0,U,2015-08-31,CUMBITARA,Commercial,0,628.818
C0UCUMO0,U,2013-08-31,CUMBITARA,Official,0,629.928
C0UCUME0,U,2014-10-31,CUMBITARA,Special,0,633.048
C2UCUMR1,U,2012-03-31,CUMBITARA,Residential,1,633.058
C0UCUME0,U,2013-03-31,CUMBITARA,Special,0,634.357
C3UELR1,U,2011-07-31,EL ROSARIO,Residential,1,634.839
C2RCUMO0,R,2014-01-31,CUMBITARA,Official,0,635.283
C2RCUMO0,R,2013-08-31,CUMBITARA,Official,0,635.419
0MUMAGO0,U,2015-02-28,MAGUI,Official,0,636.13
C0UCUME0,U,2013-06-30,CUMBITARA,Special,0,637.612
C2RCUME0,R,2014-06-30,CUMBITARA,Special,0,638.28
C2RCUMO0,R,2013-01-31,CUMBITARA,Official,0,638.511
8RBARE0,R,2013-12-31,BARBACOAS,Special,0,640.965
C2RCUMR2,R,2013-12-31,CUMBITARA,Residential,2,641.06
C0UCUMO0,U,2015-10-31,CUMBITARA,Official,0,644.705
8UBARI0,U,2011-03-31,BARBACOAS,Industrial,0,645.797
C0UCUME0,U,2013-12-31,CUMBITARA,Special,0,646.017
C2RCUME0,R,2015-07-31,CUMBITARA,Special,0,646.608
C0UCUMC0,U,2011-08-31,CUMBITARA,Commercial,0,648.405
C2RCUME0,R,2015-10-31,CUMBITARA,Special,0,648.696
C2RCUME0,R,2013-11-30,CUMBITARA,Special,0,650.204
8UBARR3,U,2013-04-30,BARBACOAS,Residential,3,650.221
8RBARR2,R,2013-12-31,BARBACOAS,Residential,2,650.811
C0UCUMC0,U,2015-07-31,CUMBITARA,Commercial,0,651.386
C1RPOLO0,R,2012-03-31,POLICARPA,Official,0,652.329
C0UCUME0,U,2015-03-31,CUMBITARA,Special,0,652.915
C2RCUME0,R,2011-05-31,CUMBITARA,Special,0,655.535
C1UPOLO0,U,2011-03-31,POLICARPA,Official,0,657.015
0MUMAGO0,U,2013-10-31,MAGUI,Official,0,657.106
0MUMAGE0,U,2015-07-31,MAGUI,Special,0,657.428
8RBARR2,R,2014-12-31,BARBACOAS,Residential,2,657.803
8UBARR3,U,2012-12-31,BARBACOAS,Residential,3,659.547
C1RPOLO0,R,2011-08-31,POLICARPA,Official,0,660.11
8RBARC0,R,2014-10-31,BARBACOAS,Commercial,0,660.518
8RBARC0,R,2014-06-30,BARBACOAS,Commercial,0,660.796
C0UCUMC0,U,2014-11-30,CUMBITARA,Commercial,0,661.099
8RBARC0,R,2014-09-30,BARBACOAS,Commercial,0,662.769
C2RCUMR2,R,2015-01-31,CUMBITARA,Residential,2,664.291
C2RCUMR2,R,2014-11-30,CUMBITARA,Residential,2,664.348
8RBARR2,R,2014-09-30,BARBACOAS,Residential,2,664.786
C0UCUME0,U,2013-07-31,CUMBITARA,Special,0,665.137
C0UCUME0,U,2014-01-31,CUMBITARA,Special,0,666.183
0MUMAGE0,U,2015-05-31,MAGUI,Special,0,666.318
C0UCUME0,U,2013-05-31,CUMBITARA,Special,0,666.554
C1RPOLO0,R,2011-04-30,POLICARPA,Official,0,666.875
0MUMAGO0,U,2011-03-31,MAGUI,Official,0,667.341
C4RLEIE0,R,2012-05-31,LEIVA,Special,0,668.087
C0UCUME0,U,2015-10-31,CUMBITARA,Special,0,668.649
C2RCUMR2,R,2013-04-30,CUMBITARA,Residential,2,668.732
8RBARC0,R,2012-05-31,BARBACOAS,Commercial,0,669.454
C0UCUMO0,U,2011-10-31,CUMBITARA,Official,0,671.363
8UBARR1,U,2013-07-31,BARBACOAS,Residential Sub,1,672.305
C0ULEIC0,U,2012-10-31,LEIVA,Commercial,0,676.205
0MRMAGO0,R,2015-04-30,MAGUI,Official,0,676.539
8RBARC0,R,2014-12-31,BARBACOAS,Commercial,0,676.911
C3RELO0,R,2011-01-31,EL ROSARIO,Official,0,677.76
C2UCUMR1,U,2012-02-29,CUMBITARA,Residential,1,677.955
C0UCUME0,U,2014-11-30,CUMBITARA,Special,0,679.066
8RBARR2,R,2011-08-31,BARBACOAS,Residential,2,680.436
8RBARR2,R,2014-05-31,BARBACOAS,Residential,2,681.446
C1RPOLO0,R,2012-04-30,POLICARPA,Official,0,681.666
C2UCUMR1,U,2012-01-31,CUMBITARA,Residential,1,682.186
C2RCUMR2,R,2013-02-28,CUMBITARA,Residential,2,683.446
C0UCUMC0,U,2011-06-30,CUMBITARA,Commercial,0,683.758
C0UCUME0,U,2013-09-30,CUMBITARA,Special,0,683.913
8RBARR2,R,2013-10-31,BARBACOAS,Residential,2,685.336
C2UCUMO0,U,2012-04-30,CUMBITARA,Official,0,687.212
8RBARE0,R,2013-09-30,BARBACOAS,Special,0,687.657
C1UPOLO0,U,2011-06-30,POLICARPA,Official,0,688.315
C1UPOLO0,U,2011-02-28,POLICARPA,Official,0,689.335
C4RLEIO0,R,2011-08-31,LEIVA,Official,0,690.776
C0UCUMO0,U,2013-03-31,CUMBITARA,Official,0,690.895
8RBARR2,R,2011-12-31,BARBACOAS,Residential,2,691.418
8UBARR3,U,2013-06-30,BARBACOAS,Residential,3,691.715
0MUMAGO0,U,2014-02-28,MAGUI,Official,0,693.019
C0UPOLC0,U,2012-09-30,POLICARPA,Commercial,0,693.99
C0UCUMO0,U,2011-08-31,CUMBITARA,Official,0,695.723
8RBARC0,R,2012-03-31,BARBACOAS,Commercial,0,696.045
C2RCUMR2,R,2012-05-31,CUMBITARA,Residential,2,697.343
8RBARC0,R,2015-06-30,BARBACOAS,Commercial,0,697.48
C4RLEIE0,R,2012-04-30,LEIVA,Special,0,700.756
0MUMAGO0,U,2014-05-31,MAGUI,Official,0,701.805
C4RLEIE0,R,2012-06-30,LEIVA,Special,0,702.784
0MUMAGE0,U,2015-12-31,MAGUI,Special,0,703.662
0MUMAGC0,U,2015-06-30,MAGUI,Commercial,0,703.779
C0UCUME0,U,2015-01-31,CUMBITARA,Special,0,704.158
C2RCUMR2,R,2014-02-28,CUMBITARA,Residential,2,704.332
C0RELR1,R,2013-04-30,EL ROSARIO,Residential,1,705.038
0MUMAGE0,U,2016-02-29,MAGUI,Special,0,705.336
C2RCUMR2,R,2013-10-31,CUMBITARA,Residential,2,707.85
C1RPOLR2,R,2016-05-31,POLICARPA,Residential,2,708.115
C1RPOLR2,R,2016-04-30,POLICARPA,Residential,2,709.75
C0UCUMO0,U,2013-01-31,CUMBITARA,Official,0,711.18
C2RCUMR2,R,2012-06-30,CUMBITARA,Residential,2,711.58
0MUMAGO0,U,2013-11-30,MAGUI,Official,0,712.143
0MUMAGE0,U,2014-07-31,MAGUI,Special,0,712.425
C1UPOLR1,U,2011-03-31,POLICARPA,Residential,1,712.557
C2RCUMR2,R,2012-04-30,CUMBITARA,Residential,2,712.619
C0UCUMC0,U,2012-10-31,CUMBITARA,Commercial,0,714.721
C0UCUMC0,U,2015-01-31,CUMBITARA,Commercial,0,715.121
C1UPOLO0,U,2011-05-31,POLICARPA,Official,0,718.403
C2RCUME0,R,2012-04-30,CUMBITARA,Special,0,719.142
8RBARC0,R,2012-02-29,BARBACOAS,Commercial,0,720.403
C2RCUME0,R,2011-03-31,CUMBITARA,Special,0,721.331
C4RLEIO0,R,2010-12-31,LEIVA,Official,0,721.376
C2RCUME0,R,2013-09-30,CUMBITARA,Special,0,721.536
8UBARR1,U,2012-05-31,BARBACOAS,Residential Sub,1,721.912
C2RCUMO0,R,2015-10-31,CUMBITARA,Official,0,724.12
C2RCUME0,R,2013-07-31,CUMBITARA,Special,0,724.426
8UBARI0,U,2014-07-31,BARBACOAS,Industrial,0,725.02
C2UCUMR1,U,2011-01-31,CUMBITARA,Residential,1,725.275
C2RCUMR2,R,2011-10-31,CUMBITARA,Residential,2,727.684
C3RELC0,R,2015-12-31,EL ROSARIO,Commercial,0,728.312
C4RLEIO0,R,2011-03-31,LEIVA,Official,0,729.282
C4RLEIC0,R,2011-06-30,LEIVA,Commercial,0,730.268
C0UCUMC0,U,2016-04-30,CUMBITARA,Commercial,0,732.301
8UBARI0,U,2013-11-30,BARBACOAS,Industrial,0,733.888
C1RPOLR2,R,2015-02-28,POLICARPA,Residential,2,735.179
C1RPOLO0,R,2012-05-31,POLICARPA,Official,0,741.613
8UBARR1,U,2012-06-30,BARBACOAS,Residential Sub,1,741.754
C1RPOLO0,R,2010-12-31,POLICARPA,Official,0,742.197
C4RLEIE0,R,2012-03-31,LEIVA,Special,0,743.688
C4RLEIO0,R,2011-11-30,LEIVA,Official,0,743.752
C2RCUMO0,R,2012-11-30,CUMBITARA,Official,0,744.273
C1RPOLO0,R,2011-11-30,POLICARPA,Official,0,744.423
C2RCUMR2,R,2013-03-31,CUMBITARA,Residential,2,745.498
C1RPOLE0,R,2011-02-28,POLICARPA,Special,0,746.05
0MUMAGO0,U,2014-03-31,MAGUI,Official,0,747.973
8RBARR2,R,2014-10-31,BARBACOAS,Residential,2,748.727
C4RLEIO0,R,2012-01-31,LEIVA,Official,0,748.937
C2RCUMR2,R,2012-08-31,CUMBITARA,Residential,2,749.954
C4RLEIE0,R,2012-07-31,LEIVA,Special,0,754.051
C2RCUMR2,R,2012-07-31,CUMBITARA,Residential,2,755.762
8UBARR1,U,2012-04-30,BARBACOAS,Residential Sub,1,756.5
C0UCUMO0,U,2012-05-31,CUMBITARA,Official,0,757.423
8RBARC0,R,2014-03-31,BARBACOAS,Commercial,0,758.768
C3RELE0,R,2011-02-28,EL ROSARIO,Special,0,758.949
C1RPOLC0,R,2014-09-30,POLICARPA,Commercial,0,760.148
0MUMAGO0,U,2011-05-31,MAGUI,Official,0,762.372
C2RCUMO0,R,2015-02-28,CUMBITARA,Official,0,763.405
0MUMAGE0,U,2015-09-30,MAGUI,Special,0,763.415
C0UCUMC0,U,2016-05-31,CUMBITARA,Commercial,0,764.989
C1UPOLO0,U,2011-01-31,POLICARPA,Official,0,765.675
C2RCUME0,R,2013-06-30,CUMBITARA,Special,0,766.743
8RBARE0,R,2013-05-31,BARBACOAS,Special,0,766.981
C1UPOLO0,U,2011-08-31,POLICARPA,Official,0,767.01
C2RCUMR2,R,2011-03-31,CUMBITARA,Residential,2,768.381
8RBARC0,R,2015-04-30,BARBACOAS,Commercial,0,769.886
8RBARE0,R,2013-02-28,BARBACOAS,Special,0,770.063
C0UELO0,U,2013-01-31,EL ROSARIO,Official,0,770.523
C2RCUMR2,R,2011-04-30,CUMBITARA,Residential,2,770.589
C4RLEIE0,R,2015-06-30,LEIVA,Special,0,771.246
C0UCUMC0,U,2011-09-30,CUMBITARA,Commercial,0,771.35
8UBARR3,U,2013-02-28,BARBACOAS,Residential,3,772.52
8RBARR2,R,2011-02-28,BARBACOAS,Residential,2,772.692
C4RLEIC0,R,2015-03-31,LEIVA,Commercial,0,773.419
C1RPOLO0,R,2011-06-30,POLICARPA,Official,0,774.053
C2UCUMR2,U,2011-07-31,CUMBITARA,Residential,2,774.57
C0ULEIC0,U,2012-06-30,LEIVA,Commercial,0,775.033
C0ULEIC0,U,2013-06-30,LEIVA,Commercial,0,775.133
0MUMAGE0,U,2015-06-30,MAGUI,Special,0,777.006
C1RPOLO0,R,2012-06-30,POLICARPA,Official,0,777.42
C3RELC0,R,2016-04-30,EL ROSARIO,Commercial,0,778.441
C0UCUMC0,U,2016-02-29,CUMBITARA,Commercial,0,780.594
8RBARR2,R,2014-11-30,BARBACOAS,Residential,2,781.831
C2RCUMR2,R,2012-09-30,CUMBITARA,Residential,2,783.668
0MRMAGO0,R,2015-03-31,MAGUI,Official,0,783.73
0MUMAGC0,U,2015-11-30,MAGUI,Commercial,0,786.807
8RBARE0,R,2013-04-30,BARBACOAS,Special,0,787.871
0MUMAGE0,U,2015-10-31,MAGUI,Special,0,787.912
C1RPOLO0,R,2011-10-31,POLICARPA,Official,0,788.23
C4RLEIC0,R,2014-01-31,LEIVA,Commercial,0,789.223
0RUROBC0,U,2015-02-28,ROBERTO PAYAN,Commercial,0,789.421
0MUMAGO0,U,2011-01-31,MAGUI,Official,0,789.551
C0ULEIC0,U,2012-11-30,LEIVA,Commercial,0,792.466
C2RCUMR2,R,2013-11-30,CUMBITARA,Residential,2,792.699
8UBARI0,U,2011-02-28,BARBACOAS,Industrial,0,793.647
C2RCUMC0,R,2012-12-31,CUMBITARA,Commercial,0,793.807
C4RLEIC0,R,2011-09-30,LEIVA,Commercial,0,793.916
C4RLEIC0,R,2011-10-31,LEIVA,Commercial,0,794.126
C2RCUMC0,R,2014-07-31,CUMBITARA,Commercial,0,794.832
C0UCUMC0,U,2012-04-30,CUMBITARA,Commercial,0,795.185
C2RCUMR2,R,2011-08-31,CUMBITARA,Residential,2,795.904
0MUMAGE0,U,2016-03-31,MAGUI,Special,0,797.466
8RBARR2,R,2011-01-31,BARBACOAS,Residential,2,800.11
8RBARE0,R,2013-06-30,BARBACOAS,Special,0,800.438
C4RLEIO0,R,2011-04-30,LEIVA,Official,0,800.547
C0UPOLC0,U,2012-08-31,POLICARPA,Commercial,0,800.917
C4RLEIO0,R,2011-12-31,LEIVA,Official,0,800.972
C1RPOLR2,R,2016-03-31,POLICARPA,Residential,2,801.6
C3UELR1,U,2011-04-30,EL ROSARIO,Residential,1,802.142
C0UCUMO0,U,2012-11-30,CUMBITARA,Official,0,802.704
C1UPOLR1,U,2010-12-31,POLICARPA,Residential,1,802.843
8RBARE0,R,2013-07-31,BARBACOAS,Special,0,803.416
C4RLEIO0,R,2011-10-31,LEIVA,Official,0,803.656
0MUMAGC0,U,2015-12-31,MAGUI,Commercial,0,805.908
C2RCUMO0,R,2012-10-31,CUMBITARA,Official,0,806.548
C1RPOLC0,R,2014-07-31,POLICARPA,Commercial,0,806.78
C1UPOLO0,U,2011-07-31,POLICARPA,Official,0,807.904
0MUMAGO0,U,2011-04-30,MAGUI,Official,0,808.01
C0UCUMO0,U,2012-02-29,CUMBITARA,Official,0,808.056
C0ULEIC0,U,2010-12-31,LEIVA,Commercial,0,809.757
8RBARC0,R,2014-11-30,BARBACOAS,Commercial,0,812.077
8RBARC0,R,2013-11-30,BARBACOAS,Commercial,0,812.37
0MUMAGE0,U,2014-09-30,MAGUI,Special,0,812.848
0MUMAGE0,U,2014-08-31,MAGUI,Special,0,813.196
8RBARR2,R,2015-03-31,BARBACOAS,Residential,2,813.587
C4RLEIE0,R,2011-02-28,LEIVA,Special,0,814.619
C0ULEIC0,U,2013-10-31,LEIVA,Commercial,0,815.523
8RBARE0,R,2013-08-31,BARBACOAS,Special,0,816.501
C4RLEIC0,R,2014-02-28,LEIVA,Commercial,0,819.247
C2RCUMR2,R,2013-07-31,CUMBITARA,Residential,2,820.111
C0RLEIR1,R,2014-07-31,LEIVA,Residential,1,820.268
8UBARR1,U,2012-01-31,BARBACOAS,Residential Sub,1,820.713
C4RLEIE0,R,2011-03-31,LEIVA,Special,0,821.46
C2RCUMC0,R,2014-06-30,CUMBITARA,Commercial,0,821.516
8UBARI0,U,2011-07-31,BARBACOAS,Industrial,0,821.552
C1UPOLO0,U,2011-09-30,POLICARPA,Official,0,824.347
0MUMAGC0,U,2016-02-29,MAGUI,Commercial,0,824.432
C4RLEIE0,R,2011-08-31,LEIVA,Special,0,824.938
C0ULEIC0,U,2012-05-31,LEIVA,Commercial,0,825.829
0MUMAGE0,U,2015-04-30,MAGUI,Special,0,827.496
C4RLEIE0,R,2012-02-29,LEIVA,Special,0,827.753
C0UPOLC0,U,2012-10-31,POLICARPA,Commercial,0,827.755
C2RCUMR2,R,2014-01-31,CUMBITARA,Residential,2,829.585
C2RCUMR2,R,2012-03-31,CUMBITARA,Residential,2,830.564
C1UPOLR1,U,2011-05-31,POLICARPA,Residential,1,831.258
C0ULEIC0,U,2012-12-31,LEIVA,Commercial,0,831.334
C0ULEIC0,U,2012-07-31,LEIVA,Commercial,0,831.541
C2RCUME0,R,2012-10-31,CUMBITARA,Special,0,831.799
0MUMAGE0,U,2015-03-31,MAGUI,Special,0,832.183
C0UCUMC0,U,2011-11-30,CUMBITARA,Commercial,0,832.635
8UBARI0,U,2016-04-30,BARBACOAS,Industrial,0,835.231
C0ULEIC0,U,2011-04-30,LEIVA,Commercial,0,835.354
8RBARR2,R,2015-05-31,BARBACOAS,Residential,2,838.273
0MUMAGE0,U,2015-11-30,MAGUI,Special,0,839.225
C2RCUMR2,R,2011-09-30,CUMBITARA,Residential,2,839.505
C0UCUMC0,U,2011-07-31,CUMBITARA,Commercial,0,840.502
8RBARC0,R,2015-05-31,BARBACOAS,Commercial,0,842.719
8RBARC0,R,2012-04-30,BARBACOAS,Commercial,0,842.882
C0UCUMC0,U,2015-10-31,CUMBITARA,Commercial,0,843.199
C2RCUMC0,R,2014-03-31,CUMBITARA,Commercial,0,843.549
C0UPOLC0,U,2012-06-30,POLICARPA,Commercial,0,844.509
C2RCUMR2,R,2013-08-31,CUMBITARA,Residential,2,844.821
C0UCUMC0,U,2011-12-31,CUMBITARA,Commercial,0,846.639
C4RLEIR2,R,2014-08-31,LEIVA,Residential,2,848.011
C2RCUMR2,R,2013-01-31,CUMBITARA,Residential,2,849.457
0RUROBC0,U,2015-03-31,ROBERTO PAYAN,Commercial,0,850.556
0MUMAGE0,U,2014-11-30,MAGUI,Special,0,851.372
C1UPOLR1,U,2011-01-31,POLICARPA,Residential,1,851.931
C4RLEIO0,R,2011-09-30,LEIVA,Official,0,853.461
C0ULEIC0,U,2013-04-30,LEIVA,Commercial,0,857.58
C0UCUMO0,U,2011-09-30,CUMBITARA,Official,0,859.309
C2RCUMR2,R,2011-11-30,CUMBITARA,Residential,2,859.617
C0ULEIC0,U,2013-05-31,LEIVA,Commercial,0,860.445
8RBARR2,R,2011-10-31,BARBACOAS,Residential,2,861.342
C0RELR1,R,2013-05-31,EL ROSARIO,Residential,1,864.14
0MUMAGE0,U,2014-06-30,MAGUI,Special,0,864.353
C0ULEIC0,U,2011-03-31,LEIVA,Commercial,0,864.837
8RBARC0,R,2015-02-28,BARBACOAS,Commercial,0,865.297
C0UPOLC0,U,2012-07-31,POLICARPA,Commercial,0,867.076
C1RPOLC0,R,2015-06-30,POLICARPA,Commercial,0,868.486
8UBARI0,U,2015-11-30,BARBACOAS,Industrial,0,870.127
8RBARE0,R,2012-12-31,BARBACOAS,Special,0,870.437
8UBARR3,U,2013-08-31,BARBACOAS,Residential,3,871.301
8UBARI0,U,2015-05-31,BARBACOAS,Industrial,0,871.309
C0UCUMO0,U,2011-06-30,CUMBITARA,Official,0,873.305
C0ULEIC0,U,2012-03-31,LEIVA,Commercial,0,873.437
C4RLEIO0,R,2011-05-31,LEIVA,Official,0,875.928
C0RELR1,R,2013-03-31,EL ROSARIO,Residential,1,877.494
C4RLEIC0,R,2011-07-31,LEIVA,Commercial,0,877.787
0MUMAGE0,U,2014-12-31,MAGUI,Special,0,878.487
8RBARC0,R,2011-07-31,BARBACOAS,Commercial,0,879.512
C0ULEIC0,U,2012-09-30,LEIVA,Commercial,0,879.953
0MUMAGE0,U,2014-10-31,MAGUI,Special,0,880.054
8RBARC0,R,2012-01-31,BARBACOAS,Commercial,0,880.35
C2RCUMR2,R,2013-09-30,CUMBITARA,Residential,2,881.563
0MUMAGC0,U,2015-03-31,MAGUI,Commercial,0,883.059
C0UCUME0,U,2012-11-30,CUMBITARA,Special,0,884.21
C1RPOLC0,R,2015-04-30,POLICARPA,Commercial,0,886.127
C0UPOLC0,U,2010-12-31,POLICARPA,Commercial,0,887.332
8RBARR2,R,2012-05-31,BARBACOAS,Residential,2,888.7
